826.000	468.000	954.000	596.000
826.000	468.000	954.000	596.000
826.000	468.000	954.000	596.000
824.000	468.000	952.000	596.000
822.000	468.000	950.000	596.000
819.000	468.000	947.000	596.000
812.000	467.000	940.000	595.000
799.000	466.000	927.000	594.000
783.000	465.000	911.000	593.000
771.000	464.000	899.000	592.000
759.000	463.000	887.000	591.000
747.000	462.000	875.000	590.000
734.000	461.000	862.000	589.000
720.000	460.000	848.000	588.000
704.000	458.000	832.000	586.000
689.000	457.000	817.000	585.000
679.000	456.000	807.000	584.000
668.000	455.000	796.000	583.000
655.000	454.000	783.000	582.000
643.000	453.000	771.000	581.000
631.000	452.000	759.000	580.000
623.000	451.000	751.000	579.000
612.000	450.000	740.000	578.000
600.000	449.000	728.000	577.000
589.000	448.000	717.000	576.000
578.000	447.000	706.000	575.000
569.000	446.000	697.000	574.000
560.000	445.000	688.000	573.000
549.000	444.000	677.000	572.000
539.000	443.000	667.000	571.000
528.000	442.000	656.000	570.000
517.000	441.000	645.000	569.000
506.000	440.000	634.000	568.000
501.000	440.000	629.000	568.000
494.000	439.000	622.000	567.000
489.000	439.000	617.000	567.000
486.000	439.000	614.000	567.000
485.000	439.000	613.000	567.000
485.000	439.000	613.000	567.000
485.000	439.000	613.000	567.000
485.000	439.000	613.000	567.000
484.000	439.000	612.000	567.000
483.000	439.000	611.000	567.000
482.000	439.000	610.000	567.000
480.000	439.000	608.000	567.000
479.000	439.000	607.000	567.000
478.000	439.000	606.000	567.000
477.000	439.000	605.000	567.000
476.000	439.000	604.000	567.000
474.000	439.000	602.000	567.000
472.000	439.000	600.000	567.000
468.000	438.000	596.000	566.000
466.000	438.000	594.000	566.000
463.000	438.000	591.000	566.000
462.000	438.000	590.000	566.000
460.000	438.000	588.000	566.000
458.000	437.000	586.000	565.000
458.000	437.000	586.000	565.000
457.000	437.000	585.000	565.000
456.000	437.000	584.000	565.000
455.000	436.000	583.000	564.000
454.000	436.000	582.000	564.000
454.000	436.000	582.000	564.000
454.000	436.000	582.000	564.000
454.000	436.000	582.000	564.000
481.000	440.000	609.000	568.000
481.000	440.000	609.000	568.000
481.000	440.000	609.000	568.000
481.000	439.000	609.000	567.000
481.000	439.000	609.000	567.000
481.000	440.000	609.000	568.000
481.000	439.000	609.000	567.000
482.000	439.000	610.000	567.000
448.000	473.000	576.000	601.000
448.000	473.000	576.000	601.000
448.000	473.000	576.000	601.000
445.000	476.000	573.000	604.000
445.000	476.000	573.000	604.000
445.000	476.000	573.000	604.000
445.000	476.000	573.000	604.000
445.000	476.000	573.000	604.000
445.000	476.000	573.000	604.000
445.000	476.000	573.000	604.000
437.000	480.000	565.000	608.000
437.000	480.000	565.000	608.000
437.000	480.000	565.000	608.000
436.000	481.000	564.000	609.000
435.000	482.000	563.000	610.000
433.000	484.000	561.000	612.000
429.000	488.000	557.000	616.000
423.000	494.000	551.000	622.000
416.000	502.000	544.000	630.000
407.000	511.000	535.000	639.000
397.000	522.000	525.000	650.000
387.000	532.000	515.000	660.000
378.000	541.000	506.000	669.000
369.000	551.000	497.000	679.000
360.000	560.000	488.000	688.000
351.000	569.000	479.000	697.000
342.000	578.000	470.000	706.000
333.000	587.000	461.000	715.000
324.000	596.000	452.000	724.000
315.000	605.000	443.000	733.000
306.000	614.000	434.000	742.000
298.000	622.000	426.000	750.000
456.000	409.000	584.000	537.000
456.000	409.000	584.000	537.000
456.000	409.000	584.000	537.000
450.000	389.000	578.000	517.000
448.000	384.000	576.000	512.000
447.000	382.000	575.000	510.000
447.000	382.000	575.000	510.000
447.000	380.000	575.000	508.000
446.000	378.000	574.000	506.000
446.000	378.000	574.000	506.000
441.000	369.000	569.000	497.000
441.000	369.000	569.000	497.000
441.000	368.000	569.000	496.000
440.000	366.000	568.000	494.000
439.000	364.000	567.000	492.000
435.000	356.000	563.000	484.000
428.000	344.000	556.000	472.000
418.000	326.000	546.000	454.000
418.000	326.000	546.000	454.000
